327	515
458	516
327	2
377	233
327	366
458	5
327	5
324	5
369	5
324	351
369	2
324	389
406	5
327	517
388	5
327	385
327	389
324	93
330	366
324	386
387	93
369	166
340	351
324	516
330	516
332	518
330	19
377	366
324	2
458	2
324	459
458	459
519	5
330	2
337	520
377	516
324	323
369	516
521	516
522	2
521	2
369	523
458	93
327	93
324	518
458	518
524	2
522	525
370	5
330	323
458	526
324	526
522	5
324	500
330	527
528	525
324	529
458	529
327	527
530	527
531	5
369	341
330	432
532	2
324	533
324	534
519	523
535	19
337	523
324	523
535	523
536	24
535	537
330	523
536	5
536	459
458	523
538	539
535	516
540	541
369	24
330	542
543	516
458	544
377	545
330	545
369	351
519	351
340	546
327	547
548	545
549	459
330	550
551	516
551	5
327	552
485	486
553	552
554	389
377	555
556	516
557	2
332	558
324	19
337	481
337	559
560	5
327	559
560	19
560	559
406	561
324	562
324	561
332	19
337	285
337	2
324	285
563	516
560	2
330	93
332	2
564	459
560	516
450	565
324	566
332	567
568	569
332	570
571	2
324	572
573	5
574	2
324	575
576	44
330	5
330	341
528	285
577	323
350	578
568	578
330	579
568	516
580	581
568	351
369	569
582	516
327	516
583	525
583	584
330	585
332	586
324	587
406	588
589	516
458	590
591	516
330	592
591	593
594	592
327	342
595	596
330	596
595	5
350	596
458	596
543	597
350	516
548	596
458	598
599	5
330	600
601	602
327	603
332	603
330	598
