684	4
1881	4
871	868
1096	2257
1182	2336
2067	2336
871	1972
2123	1972
1096	1913
2123	2337
2338	1165
1096	2339
1096	1714
2249	1950
1951	1714
1096	602
1096	1165
2249	1165
1096	331
2249	2340
2067	151
2123	1786
1096	1924
1925	375
2341	1924
2342	2343
1096	2343
2342	1165
2249	2344
2345	2346
1096	1972
1881	1972
2123	4
2123	868
1096	868
1096	2347
1096	1950
2348	1950
2296	1950
1951	4
2067	2347
741	1852
2067	1165
2062	1165
2123	1852
1096	2349
2273	2135
2067	602
1821	602
1787	602
1096	7
1914	2350
2351	2135
2249	2352
2353	2344
2353	2352
2354	1972
1881	1165
2123	2355
2155	1839
2323	1839
1096	1839
2323	7
1914	1839
2067	2350
2356	6
741	6
2123	1165
1096	1860
893	331
2067	733
741	2357
2249	2357
2067	2358
2359	4
871	2135
2354	2355
2082	2355
1096	2355
2354	563
1096	594
2123	594
2082	594
927	594
927	1972
2360	2253
1096	2253
2123	2253
2067	2253
2360	1972
2323	4
2067	1839
2067	2310
2123	6
741	1972
1951	2135
2296	1839
2249	1839
2123	1839
2123	2140
2103	1972
2361	2362
2279	2362
1881	1215
1235	2362
2249	2363
1821	2358
1096	2364
2214	2364
2123	2364
2308	2364
1096	2213
2365	2213
2214	1882
1881	2364
1096	2297
2296	1165
2292	1972
2123	1220
2273	1972
741	1258
1096	1258
2123	1258
2223	1165
2366	1258
2366	2321
2123	2367
1096	2367
2123	2368
2292	1165
1096	337
2366	2369
1096	2321
2223	2370
1096	2059
1096	2371
2372	151
2123	2362
2361	7
2242	1495
2123	1495
1203	1495
1821	7
1914	2362
1096	2140
2103	2373
2123	2374
1881	2375
2372	868
1096	1215
1235	1913
2318	1335
1925	1495
1096	1495
1821	2350
1096	47
743	1165
2249	2376
741	2313
2056	1215
2377	1165
1096	2378
2123	2289
1951	2379
2123	151
1096	151
871	151
871	1165
2377	2378
2318	151
871	1051
2123	1924
1925	1972
1821	2380
1096	18
741	1165
1096	6
2351	85
2067	1519
2082	1519
1096	845
2082	715
2067	2381
684	1165
2082	1165
1096	4
1925	1924
684	2357
1096	2357
2382	1972
2383	4
2067	2384
1925	4
2067	1924
1914	2385
2190	1165
1096	2192
871	2386
2351	2386
2387	151
2155	2357
1182	2388
2351	2388
1951	1165
2067	1258
2382	1165
2389	4
2067	2390
2223	1258
1951	1258
2223	4
2351	2321
741	2350
1096	2350
2200	6
1096	626
2200	924
2391	331
871	1068
2341	2392
2219	4
2067	1714
1096	2336
1096	563
2082	2393
1951	2394
2123	2394
2249	2392
1096	2392
2395	2392
741	2392
661	2392
2395	626
2200	2392
2123	2392
1096	2310
2292	1727
2123	2396
2123	2397
1096	2397
2398	1495
1821	2397
2249	2399
1096	2400
741	2400
2308	2401
2123	2401
1821	2402
2403	2402
2404	2401
1096	2405
1096	2135
1096	2406
2407	563
2082	2406
2408	2406
2409	1165
1096	853
2410	1165
1096	2061
1671	2411
1096	2129
2412	1165
1096	2313
1096	2413
2414	2413
1096	2415
2214	2415
2201	4
2416	1165
2067	337
2292	849
1096	849
1784	1165
1096	1147
1658	1258
2223	849
2417	1714
1096	224
1096	1670
741	1670
2244	1670
2067	1670
1671	1165
2366	1147
2123	2321
1784	1147
2123	1147
1784	1972
1951	1541
2123	2418
1096	2418
