102	205
66	124
169	138
138	206
66	207
208	207
209	207
139	207
207	210
208	209
211	124
139	210
208	212
146	212
117	151
213	214
186	162
215	162
216	2
102	162
139	217
66	218
102	141
102	219
5	219
189	220
17	112
17	221
222	197
198	1
80	1
173	223
196	223
213	151
5	117
213	224
213	195
102	220
225	133
102	226
227	117
228	229
5	230
231	232
213	232
222	60
233	60
173	234
213	235
236	237
213	238
213	239
213	205
240	241
240	2
213	241
242	3
5	3
242	5
5	9
242	9
213	9
225	5
183	2
213	243
244	105
245	105
246	105
245	243
247	243
245	117
183	248
213	249
213	117
183	243
236	243
247	117
5	2
222	2
213	2
236	2
213	135
250	1
183	1
251	248
252	2
198	253
254	253
251	253
246	2
213	124
213	1
5	1
222	117
222	255
222	234
213	112
236	1
245	1
244	1
231	1
186	2
247	2
256	112
236	257
186	257
186	124
258	2
213	259
213	260
247	1
213	261
5	261
262	263
183	264
222	264
222	265
191	266
222	151
222	135
267	5
183	268
251	117
269	117
183	112
251	268
270	117
271	117
222	124
186	1
213	272
273	151
183	105
213	35
222	257
274	2
213	131
186	275
213	276
277	255
278	1
250	255
242	135
279	135
222	51
280	281
256	282
242	260
222	238
186	283
273	281
284	218
213	285
5	286
271	5
213	286
271	2
213	132
287	124
186	288
289	290
222	290
289	1
250	291
292	135
236	5
242	92
293	2
213	5
289	2
213	290
191	151
222	294
102	117
222	295
296	2
102	151
274	117
183	131
242	131
297	298
299	51
273	300
297	290
301	2
213	143
301	302
296	151
273	302
222	303
213	105
213	302
213	298
299	132
279	298
284	298
213	304
279	305
183	306
296	290
289	60
173	290
284	290
297	51
196	51
297	1
307	151
273	308
242	2
213	3
242	308
236	309
251	309
242	310
222	9
311	312
273	290
289	151
213	313
242	313
314	313
315	2
213	310
5	291
292	2
250	316
222	317
242	291
292	5
318	135
222	319
222	320
222	321
322	1
323	324
323	317
325	326
5	326
273	257
236	217
318	151
327	3
242	328
329	290
222	330
318	1
222	331
332	5
5	298
183	257
323	333
323	330
183	249
222	249
15	5
102	5
102	334
335	2
173	2
102	3
189	60
213	202
196	1
336	1
213	334
196	2
102	337
183	337
102	338
102	1
17	339
17	2
222	340
198	197
213	197
242	197
198	2
213	341
213	342
213	153
5	343
196	343
183	197
213	60
213	344
173	344
345	60
271	124
173	124
250	5
5	135
222	285
346	2
271	285
213	347
250	124
271	348
173	60
173	3
186	3
198	3
222	195
102	60
222	118
256	124
196	3
242	60
250	2
213	349
350	135
250	349
242	349
183	132
346	141
351	197
213	352
213	353
5	354
183	354
183	135
250	117
351	2
318	5
222	355
351	5
5	356
222	357
222	5
222	353
