19951	7542
19952	7839
11291	7839
5081	7839
6440	7839
6135	6212
12193	10933
8298	3268
10035	14791
18693	13068
13140	5287
3212	7145
8108	13687
19157	6823
6006	1490
4752	19953
4907	10065
568	19861
230	4419
8325	1703
19954	11154
4929	4930
1408	880
7199	13687
7342	19644
8189	2139
2138	2139
2558	3050
12936	18264
1020	19955
9941	6233
6006	3653
4316	1170
2922	2923
4470	2923
11918	19277
13616	3028
1160	19860
11551	2652
2119	19956
19844	19957
2361	18750
11053	8037
6015	7342
13912	12702
814	177
7644	13686
16870	2279
13197	1478
2901	1616
17785	1109
3893	1109
4526	1109
548	10572
11161	3989
19958	1994
2147	19959
7830	2069
3714	813
2691	18965
7253	3047
10397	6405
14609	18750
19907	18631
19960	7272
4979	4980
2504	3051
6006	15516
7213	13990
800	801
1581	5054
3990	5251
240	159
2060	7344
14680	16171
5610	468
10046	14200
19961	19962
19962	19963
19964	19820
19948	19947
15270	4878
3348	18147
586	3642
19911	16597
12030	17111
3330	566
968	7804
6390	19861
19861	4642
9430	10716
9318	5504
5565	7024
13580	13175
18422	14192
7194	19614
11712	19965
1789	3427
9301	11609
8325	2138
10538	6870
14381	13772
1128	3427
19329	14262
18480	19329
17932	18636
19612	19613
996	1996
7802	14346
12013	897
19967	19891
19968	9154
19869	1472
7310	18551
10971	3540
5028	4159
6211	19969
3350	2738
13812	19847
426	1775
18002	19433
2304	2305
7019	1119
6169	8583
2494	3540
18667	18666
19970	19971
19971	14346
2388	18002
18905	19972
9941	3938
4548	6748
9166	3082
426	24
12122	19973
3914	8199
4191	2603
19599	12996
8651	15059
8341	13323
9174	18491
6154	19972
9949	4028
12718	19974
8179	6877
7734	3969
8902	1897
4021	6926
17135	506
2558	11903
17135	7817
12718	10234
15178	6720
1514	2184
4782	4781
1789	1790
3928	539
6861	3152
18844	14659
5483	4393
17932	586
1504	6159
9817	13038
1213	19847
18002	2389
19975	9665
151	152
1163	16238
417	7287
19976	8799
991	992
14541	17570
7916	2991
2535	7421
18788	5153
1823	1127
11571	12360
11037	19277
1860	10371
13403	10371
2302	908
15809	19977
11291	10716
18962	2101
5455	9166
5538	19869
19978	16924
2214	5153
19979	1812
2983	1910
9941	439
694	15577
6961	10516
11367	5377
15178	17957
5282	19359
14348	1378
19847	151
19889	19531
5935	2271
27	28
7965	788
10240	5118
19631	19632
2642	4930
19980	5892
9941	19981
6585	19671
2293	16899
9941	5126
18931	19359
3712	19590
4154	10065
407	5531
2525	1018
1018	15717
2179	19861
11730	2179
19982	19941
751	1576
1027	7754
17034	19983
8481	18491
4261	2324
3198	8571
4892	18748
10693	1815
627	1706
1325	19984
12155	5896
2595	63
19985	8763
907	8192
71	72
11056	6720
73	72
19986	6432
16759	19987
15031	19987
15032	19987
5179	19553
12301	1043
16896	13593
2180	8763
19988	2301
359	19070
19576	4381
6727	995
1789	3177
426	10735
426	19070
2558	11941
914	4930
2199	4359
2270	10786
19989	5333
13355	4930
12039	19979
5525	4930
8325	15387
12118	4930
5072	8157
4912	16870
1119	4930
15941	2343
6954	2857
4974	11631
18491	17302
11147	18491
6728	2478
327	7520
19519	7130
17329	6376
9973	11631
19990	19979
10878	9545
4063	3098
16400	19497
19991	6976
4049	19810
19352	19916
19992	19352
273	3188
1437	14274
7589	613
19949	5630
4930	6746
6006	7826
13688	11024
18510	11637
16798	4908
3581	17298
10195	3272
5008	14274
1789	4206
17780	19956
19476	1417
2107	2860
8831	5577
15673	9490
8179	139
2516	19993
8637	19994
1628	19993
3444	10347
2267	6204
14244	452
3265	19602
17135	2389
692	6204
12995	19790
2368	19867
3516	8511
15178	5138
1854	11620
4073	989
19784	7836
426	4844
2235	4066
2324	12603
970	5687
1131	6427
2481	4187
7805	2715
3788	19995
19996	297
18749	16723
19997	18754
846	9952
11393	4516
6006	1491
19065	2546
4655	539
397	5099
6160	649
11807	19771
19898	9176
6006	55
12489	3804
10875	7612
2188	5475
11185	4668
1922	8024
8206	12648
5435	2192
14678	18893
19861	19774
6006	8024
4648	17078
10039	10040
501	19998
19999	16835
15178	2474
6323	1619
459	126
9491	5472
2085	20000
9941	3647
426	1184
1434	19993
393	6432
4904	19993
11864	20001
10837	5564
10291	5564
5564	16798
19777	552
101	3329
19941	15443
6551	10270
6015	17078
15401	20002
5725	16057
14600	2474
20003	20004
4788	6118
1376	2655
4655	1199
17543	400
2346	700
6455	700
4772	6761
4935	5038
940	939
1646	7712
19116	3329
1622	11737
1146	2206
4158	2535
13156	19847
5906	6206
9406	6626
11521	20005
8325	1629
7144	5020
7417	11919
7092	13068
6040	8857
7347	8049
3915	4120
426	13385
16456	10477
2535	4073
245	153
5095	3255
14669	14791
18721	11774
2741	7517
14302	14701
432	20006
20006	10830
919	17731
8260	9716
819	2077
17300	2735
566	319
12844	1788
19080	19079
10680	17171
1485	4377
3311	20007
18175	10084
4073	5385
8018	445
19841	17146
2178	19644
3932	1130
16456	1363
426	11879
17483	3571
4300	20006
16311	837
4726	1602
14293	14791
9941	147
1606	17171
19405	19993
476	19993
10820	1027
1734	7127
1423	20008
55	8566
15903	5110
2535	7934
5492	19806
2535	12674
9949	8149
7190	17407
9026	5492
20009	20010
2019	7038
6936	18000
5463	5479
19774	5006
8485	14018
2692	11315
12084	12085
2550	16671
9344	16087
4455	11954
1490	9257
12505	8761
10670	1947
2203	19054
18726	19987
2642	1560
20011	20012
2535	2409
4198	1996
20013	20014
2184	11921
14123	13314
6862	5020
521	520
13156	151
11018	26
3419	381
20015	7642
10014	13699
18711	20016
7517	575
18102	20016
7022	9139
20017	20018
5493	6046
2535	7517
1091	3627
11393	20019
14018	20020
18521	9913
5545	13415
5497	6338
16694	17695
20021	19181
20022	20023
3763	20006
5232	16650
1761	19771
5298	12223
1434	4772
821	19777
9944	3597
13846	18120
4557	1417
1468	11559
2966	1816
1695	10990
20024	8935
20025	20026
13711	85
1424	11559
1876	19116
9941	85
2535	2536
895	18242
18962	9739
1581	1730
788	17085
720	3389
6779	4956
4665	3225
11021	19973
11712	13616
12674	3997
20028	20029
8020	12005
7295	14791
20030	1513
24	657
4691	2065
20031	8722
14451	7237
1789	4456
3084	4429
11591	417
10218	20032
3924	18748
2066	10921
6725	4456
17358	20033
8956	1429
9429	19972
13711	190
2558	6681
19064	15298
616	2065
20034	20035
4536	16733
19405	4146
9941	1983
3139	18471
20036	16798
16217	6204
20037	14346
20038	20019
4691	616
18376	1705
14612	18541
7135	18024
12067	14791
20039	19771
8344	501
11664	6015
4665	17415
1527	4624
3097	18701
19995	9925
12537	16798
11485	3225
19588	6935
9941	529
834	833
5721	5722
20040	18543
20041	4092
19555	4828
9254	6338
2802	5906
1622	842
2680	19389
14130	15962
10187	14112
241	16472
18379	16427
5776	19861
20042	9553
20043	20044
3465	19577
2553	14131
8357	20045
13711	4165
7120	20046
15544	6046
1789	3679
3436	616
12329	12330
8325	4615
20047	2562
105	14791
5794	10462
14984	18577
9229	8226
1138	20048
2353	5755
20005	3764
18136	16629
20049	20050
16740	13677
13341	18693
18330	4493
6495	18993
12481	13351
16457	13699
7730	16710
14468	3171
17798	9383
1188	17194
4065	14798
2965	5573
597	5689
19777	13876
9949	15508
8987	19998
20051	20052
18069	19582
552	20031
17004	4665
13043	2304
5007	9051
4659	11139
68	1990
372	5573
569	18288
1919	1453
19442	11872
6488	5573
19948	20054
20054	20055
4343	17128
1980	10722
1138	5416
20056	19157
2535	494
5915	5437
11937	3571
11154	7049
2149	1990
1588	3571
9680	3571
3571	12674
10076	5573
2391	4638
19816	253
18876	4638
20057	4638
16147	417
5444	8423
2642	4177
852	20006
1090	19592
4637	4638
17004	3225
1439	852
6510	4638
20058	3719
18220	4638
10513	11164
9137	9986
1447	11056
6656	4638
13711	2187
17135	320
9517	20059
11729	1610
6386	4638
3423	6218
7965	7315
8584	20060
14557	20061
6103	12214
15868	18748
12412	14282
2776	20061
9727	822
7008	19995
13109	731
11025	19116
5658	19806
112	113
2305	18748
2535	6891
4074	1666
2194	9873
484	17149
5906	2305
2206	2207
3328	3571
1201	3815
17657	4804
10542	8972
19046	10986
8325	15772
13711	572
9501	9500
14707	1051
18995	3293
15149	16263
2188	4056
13309	7536
473	8179
11712	5702
8179	2303
2535	10414
18489	4230
279	19116
19570	17125
20006	4974
2235	1705
8935	760
7308	1021
670	1952
247	11817
13137	8202
254	18446
3571	6929
1963	14708
9047	6660
19310	7989
2420	2305
4665	2145
2535	1120
3184	20006
809	3319
8763	2472
19222	4937
9941	2737
2370	19389
11664	17078
